artist_id,artist_name
7635,"The Avener"
7636,"Phoebe Killdeer"
7637,CamelPhat
7638,Elderbrook
7639,"Route 94"
7640,"Jess Glynne"
7641,Navos
7642,"Mahmut Orhan"
7643,"Colonel Bagshot"
7644,"Tita Lau"
7645,"Ilkan Gunuc"
7646,"Clara Stegall"
7647,"Jan Blomqvist"
7648,"Elena Pitoulis"
7649,"Y.V.E. 48"
7650,"Furkan Sert"
7651,"Dom Dolla"
7652,"Cut Off"
7653,"Nora Van Elken"
7654,Cumbiafrica
7655,Claptone
7656,JAW
7657,"Ben Böhmer"
7658,"Emrah Turken"
7659,Emie
7660,"Oliver Heldens"
7661,Kaspara
7662,"Lucas Estrada"
7663,"MIYA MIYA"
7664,"Clementine Douglas"
7665,"Purple Disco Machine"
7666,"Sophie and the Giants"
7667,Eyelar
7668,"Armand Van Helden"
7669,"David Forbes"
7670,"Coral Reef"
7671,"Bikini Bandits"
7672,"Julia Raye"
7673,CID
7674,Westend
7675,Disciples
7676,Klangkuenstler
7677,"Alice Phoebe Lou"
7678,"Nils Hoffmann"
7679,"Camden Cox"
7680,"The Shapeshifters"
7681,"Ferreck Dawn"
7682,ARTBAT
7683,RHODES
7684,Joshwa
7685,"Chris Lake"
7686,"Alexis Roberts"
7687,"James Blunt"
7688,NPC
7689,Klingande
7690,"Jay Pryor"
7691,Coldabank
7692,"Anna Straker"
7693,TCTS
7694,Maroox
7695,"Ivy Adara"
7696,Autograf
7697,"Blonde Maze"
7698,TWOPILOTS
7699,"J. Worra"
7700,"Leo Stannard"
7701,"Danny Howard"
7702,Tilsen
7703,KIDDO
7704,Ofenbach
7705,Lulleaux
7706,"Kid Princess"
7707,Mougleta
7708,Hogland
7709,"Moss Kena"
7710,"Delilah Montagu"
7711,ILIRA
7712,"Robert Nickson"
7713,"Flash 89"
7714,"Lilly Ahlberg"
7715,Kideko
7716,Bolier
7717,NBLM
7718,"Zac Samuel"
7719,MØØNE
7720,"KC Lights"
7721,BLOND:ISH
7722,Dombresky
7723,Crusy
7724,Tiina
7725,"Junge Junge"
7726,"Kyle Pearce"
7727,"Sena Şener"
7728,Tchami
7729,Habstrakt
7730,"Lena Leon"
7731,"Ömer Balık"
7732,"Irina Rimes"
7733,M-22
7734,"Sam Paganini"
7735,"Adam Beyer"
7736,"Layton Giordani"
7737,"Nora En Pure"
7738,"Elnur Mikayilov"
7739,"Le Boeuf"
7740,"Kersty Ryan"
7741,"Marten Hørger"
7742,"Arman Cekin"
7743,Rhi'N'B
7744,Biscits
7745,Carta
7746,kirstin
7747,NEIMY
7748,PLANT
7749,BCX
7750,"Garreth Maher"
7751,"Georgie Keller"
7752,Cages
7753,Embody
7754,Brianna
7755,"Francis Mercier"
7756,LYOD
7757,Celi
7758,Kiesza
7759,"Alex Grey"
7760,"Jude & Frank"
7761,"Paolo Pellegrino"
7762,"Martina Camargo"
7763,"Hugo Cantarra"
7764,"Chapter & Verse"
7765,"Oliver Schories"
7766,"Eden Prince"
7767,"Alex Schulz"
7768,"Eli & Fur"
7769,"Son Mieux"
7770,"Campsite Dream"
7771,Iceleak
7772,LVNDSCAPE
7773,"Cathrine Lassen"
7774,Sumix
7775,"Arild Aas"
7776,"Sondre Bjelland"
7777,"Thomas Jack"
7778,Ilsey
7779,Pawl
7780,Dakota
7781,Sylow
7782,"Pierre Leck"
7783,"Kingsley Q"
7784,"My Buddy Mike"
7785,Sabelle
7786,"The Bianca Story"
7787,Meynberg
7788,"Joseph Feinstein"
7789,"Alex Alexander"
7790,"Blinded Hearts"
7791,"Maarten de Jong"
7792,"Emily Roberts"
7793,"Erika Sirola"
7794,"Joris Voorn"
7795,"Faruk Sabanci"
7796,Cr3on
7797,Marcus
7798,Gwendolyne
7799,Sorana
7800,Kyco
7801,Barkley
7802,Tinlicker
7803,"Michael Calfan"
7804,JADED
7805,Ninetoes
7806,"Hannah Wants"
7807,"Leonardo Gonnelli"
7808,"Stephan Bodzin"
7809,"Mathew Jonson"
7810,Topa
7811,andhim
7812,"Hanne & Lore"
7813,WHTKD
7814,"Zakes Bantwini"
7815,Kasango
7816,"Ali Arutan"
7817,Selin
7818,JACK
7819,Tensnake
7820,"Cara Melín"
7821,"LP Giobbi"
7822,LU2VYK
7823,"Maceo Plex"
7824,Chromatics
7825,"Ali Bakgor"
7826,ESSEL
7827,"Kállay Saunders"
7828,"Tale Of Us"
7829,"Pete Tong"
7830,"Jules Buckley"
7831,"Not Famous"
7832,"Charming Horses"
7833,"Sarah de Warren"
7834,"Harold van Lennep"
7835,"Channel Tres"
7836,"Sadie Walker"
7837,Felon
7838,EKE
7839,"Daniel Glaven"
7840,"Will Church"
7841,Aexcit
7842,"State of Sound"
7843,Fini
7844,"Francis Skyes"
7845,"Brendan Mills"
7846,Twolate
7847,YouNotUs
7848,"Martin Gallop"
7849,"Alex Cruz"
7850,Brascon
7851,Rubenson
7852,MKLA
7853,"L Devine"
7854,Sleepwalkrs
7855,"Tasita D'Mour"
7856,Tujamo
7857,"Jethro Heston"
7858,"Cardboard Foxes"
7859,"Max Marshall"
7860,"Anton Powers"
7861,Hadise
7862,"Milk & Sugar"
7863,Gypsymen
7864,"David Penn"
7865,"Ashal S"
7866,"J Paul Getto"
7867,Vonny
7868,Clyde
7869,"The Martinez Brothers"
7870,"Go Freek"
7871,Rampa
7872,chuala
7873,Keinemusik
7874,"Carla Monroe"
7875,"Arem Ozguc"
7876,"Arman Aydin"
7877,AMÉMÉ
7878,"Tep No"
7879,SHELLS
7880,"Nico & Vinz"
7881,"Low Steppa"
7882,Ayak
7883,INNA
7884,Natania
7885,"Era Istrefi"
7886,Arash
7887,"Dj Iljano"
7888,"Kristian Gusho"
7889,"Benjamin Ingrosso"
7890,MÖWE
7891,Croell
7892,"Nathan Nicholson"
7893,Noizu
7894,Secondcity
7895,Adriatique
7896,Mathame
7897,CHANEY
7898,Namic
7899,Marmy
7900,Tobtok
7901,"Jem Cooke"
7902,"New Times"
7903,"Gabriel Ananda"
7904,Jobe
7905,Buray
7906,Dimmi
7907,Zeeba
7908,Calippo
7909,Axero
7910,"Shiba San"
7911,Millad
7912,"Paul Woolford"
7913,"Kareen Lomax"
7914,"Karen Harding"
7915,"Cub Rayan"
7916,LPW
7917,"Patrick Lite"
7918,"Vitaly Gray"
7919,Shawni
7920,"Teddy Beats"
7921,"Mon RovÎa"
7922,"Victor Ruiz"
7923,Sebastien
7924,"Bright Sparks"
7925,"De Hofnar"
7926,Giocatori
7927,Locnville
7928,"Alex Hobson"
7929,"Talia Mar"
7930,"Osman Altun"
7931,Sasari
7932,doVicente
7933,filous
7934,"James Hersey"
7935,"Conor Maynard"
7936,RANI
7937,"Martin Ikin"
7938,"Dope Earth Alien"
7939,ROMÉO
7940,LISTENBEE
7941,"Naz Tokio"
7942,Faithless
7943,"Bad Paris"
7944,Charleon
7945,Refeci
7946,"Michel Fannoun"
7947,YOU
7948,Lorna
7949,"Jenn Morel"
7950,CALVO
7951,DAZZ
7952,"Tony Junior"
7953,"Futuristic Polar Bears"
7954,Skazi
7955,"Vintage Culture"
7956,Yoelle
7957,"Dimitri Vegas"
7958,"Joe Jury"
7959,"She Keeps Bees"
7960,Dallerium
7961,Olive
7962,Soulsearcher
7963,"Earth n Days"
7964,"Mattei & Omich"
7965,"Kings Of Tomorrow"
7966,"Julie Mc Knight"
7967,Babert
7968,Wankelmut
7969,"Emma Louise"
7970,Worakls
7971,"Conor Byrne"
7972,"Tim Green"
7973,"Sébastien Léger"
7974,Gostan
7975,Lovespeake
7976,"Batu Onat"
7977,"Grace Tither"
7978,Kiasmos
7979,DRAMA
7980,Junerule
7981,"Weisser Quiff"
7982,Carlita
7983,"Adana Twins"
7984,Maur
7985,Shavi
7986,Koni
7987,Devan
7988,"Tom Bailey"
7989,Colone
7990,"Müslüm Arı"
7991,Pessto
7992,"Lucas Marx"
7993,Kaleta
7994,"Emily Nash"
7995,"Keanu Silva"
7996,"Oliver Huntemann"
7997,Format:B
7998,Pleasurekraft
7999,Kolombo
8000,"Mon A Q"
8001,"Oscar Mbo"
8002,C-Blak
8003,"Besta Evo"
8004,"Twan Ray"
8005,Matador
8006,"Ricky Ducati"
8007,"Donnie Sloan"
8008,"Jack Wins"
8009,"Caitlyn Scarlett"
8010,Cupido
8011,Nazzereene
8012,Janethan
8013,"Marino Canal"
8014,"Emma Carn"
8015,"Giang Pham"
8016,Silience
8017,"Kraak & Smaak"
8018,Parcels
8019,"Hakan Akkus"
8020,"Drop-G & Regard"
8021,"The Bayton Fields"
8022,Mandelbarth
8023,Planetopia
8024,"Broken Back"
8025,Ludomir
8026,"Calum Venice"
8027,FDVM
8028,"Solar State"
8029,"Viva La Panda"
8030,Argy
8031,DRYM
8032,GXD
8033,"Christina Novelli"
8034,"AC Slater"
8035,Curbi
8036,Mylo
8037,"Maxine Ashley"
8038,"Sun-El Musician"
8039,Swizznife
8040,"Friends & I"
8041,D.T.E
8042,Boehm
8043,PRINSH
8044,"Brittney Bouchard"
8045,"Knee Deep"
8046,"Nhan Solo"
8047,"Super Flu"
8048,Nonô
8049,"Henri Purnell"
8050,"WILL K"
8051,"Umut Dogan"
8052,Wes
8053,"Jess Bays"
8054,"Poppy Baskcomb"
8055,"Chris Malinchak"
8056,Hagedorn
8057,Vall
8058,Loé
8059,KARNASER
8060,HILLArious
8061,Oleska
8062,"Otter Berry"
8063,SJUR
8064,"Chris Crone"
8065,"Tim d'Aboville"
8066,Moonshine
8067,"Roman Müller"
8068,"Matt Wills"
8069,"The Small Things"
8070,"Keanna Mag"
8071,"Eats Everything"
8072,"Charlotte de Witte"
8073,"Henri PFR"
8074,"Kav Verhouzer"
8075,Madism
8076,imallryt
8077,"Leftwing : Kody"
8078,"Genairo Nvilla"
8079,"Tough Love"
8080,"Jon Cutler"
8081,E-Man
8082,Inpetto
8083,Aribo
8084,"Vitor Munhoz"
8085,Frankov
8086,"Adam Port"
8087,&ME
8088,"Bloom Twins"
8089,offrami
8090,Hoosh
8091,Raphaella
8092,Daylight
8093,RIELL
8094,"Artwork Sounds"
8095,CocoSA
8096,"Russell Zuma"
8097,ManyFew
8098,"Papa Ya"
8099,"Mert Oksuz"
8100,EDX
8101,"Leah Guest"
8102,Jonasu
8103,Eskeemo
8104,DLMT
8105,Famba
8106,"Kyra Mastro"
8107,"Delhia De France"
8108,"Mind Against"
8109,Eklo
8110,Erlando
8111,Quarterhead
8112,"Sons Of Maria"
8113,INFINITY
8114,"Philip Strand"
8115,Aiaya
8116,"Young Jae"
8117,"Jade Blue"
8118,Frequency
8119,"Jack Hawitt"
8120,"Stefy De Cicco"
8121,"Nikol Apatini"
8122,"Joe Stone"
8123,Goldbird
8124,"Toby Rose"
8125,"Ben Hutcheson"
8126,EEVA
8127,"Hot Since 82"
8128,"Tyler Rowe"
8129,"Mark Klaver"
8130,"EVAN GIIA"
8131,Snakehips
8132,"Alex Adair"
8133,"No Way Back"
8134,"Sophia Black"
8135,"Kyle Walker"
8136,"Dale Howard"
8137,"Mr. Belt & Wezol"
8138,RSCL
8139,"Melih Aydogan"
8140,"Jess Ball"
8141,Ane
8142,Frost-X-Mritz
8143,KPD
8144,"Sander W."
8145,Tudor
8146,"Patrice Bäumel"
8147,Eneli
8148,"Joe Killington"
8149,"Duane Harden"
8150,"Be Svendsen"
8151,"Boy Tedson"
8152,AUGUSTKID
8153,"Kiara Nelson"
8154,Offmind
8155,Matroda
8156,"Damien N-Drix"
8157,"Charlie South"
8158,"Redward Martin"
8159,"Peer Kusiv"
8160,Johanson
8161,HNNY
8162,Kokiri
8163,"Thomas Lizzara"
8164,FCL
8165,"Damon Hess"
8166,"Owen Westlake"
8167,"Lloyd Wade"
8168,"Alfred Heinrichs"
8169,Haexxa
8170,AC15
8171,"Sam Knight"
8172,Deeperise
8173,Jabbar
8174,Ria
8175,RÆVE
8176,biskuwi
8177,widerberg
8178,Imad
8179,"Alex Mills"
8180,"DAVID AUGUST"
8181,Seizo
8182,Role-Models
8183,Eluera
8184,Eredaze
8185,Mahalo
8186,"Griff Clawson"
8187,"Nico de Andrea"
8188,"Darla Jade"
8189,"Ben Alessi"
8190,"Tom Auton"
8191,"Marco Foster"
8192,Bailey
8193,"Merk & Kremont"
8194,Wahlstedt
8195,Program2
8196,Giovanni
8197,"José Lucas"
8198,"Bloke & Bird"
8199,"Alex Preston"
8200,"Ron Flatter"
8201,"Black Loops"
8202,"Ben Pearce"
8203,"Clara Mae"
8204,Caru
8205,"AJ Salvatore"
8206,Calica
8207,"French Horn Rebellion"
8208,Flyboy
8209,DRAY
8210,NSH
8211,Alon
8212,"Stef Classens"
8213,Alligatoah
8214,"Benjamin Darren"
8215,Audiosonic
8216,"Colour Castle"
8217,"Ruby Turner"
8218,"Blake Leisurely"
8219,"Jake Bugg"
8220,"Luis Rodriguez"
8221,"Piso 21"
8222,"Ellysse Mason"
8223,WEISS
8224,"Stacy Barthe"
8225,"Vijay & Sofia Zlatko"
8226,Alexia
8227,"Ane Brun"
8228,Sunmoon
8229,"Olly James"
8230,"Rave Republic"
8231,"Mark Wilkinson"
8232,Apaztron
8233,"Matt Guy"
8234,"Da Real Emkay"
8235,"Dewain Whitmore"
8236,Bucie
8237,Angelos
8238,Jinadu
8239,Saxity
8240,"Victor Perry"
8241,"Robbie Rosen"
8242,"Deep Sen"
8243,KingTalkzin
8244,KnightSA
8245,"Britt Lari"
8246,Guz
8247,L.I.T
8248,Kisch
8249,"Mert Hakan"
8250,Lexer
8251,MOYA
8252,Cloonee
8253,"Ben Phipps"
8254,"Sam DeRosa"
8255,Ashnikko
8256,"Janelle Kroll"
8257,Balduin
8258,"Sinéad Harnett"
8259,"Mike Mago"
8260,"Tyron Hapi"
8261,nowifi
8262,"Stil & Bense"
8263,"Sllash & Doppe"
8264,"Crazy P"
8265,Enosoul
8266,"Da Vynalist"
8267,"Roctonic SA"
8268,"Home-Mad Djz"
8269,"Two Without Hats"
8270,"Katy Menditta"
8271,"Tom Redwood"
8272,"Hannah Boleyn"
8273,Kaptan
8274,"Eliza Legzdina"
8275,"Jolee Nikoal"
8276,"Walker & Royce"
8277,Nala
8278,LOWES
8279,Heleen
8280,"Keys & Copper"
8281,"Shanna Michelle"
8282,LODE
8283,Kaiserdisco
8284,MAU
8285,Mohka
8286,"Megan Brands"
8287,"Emelie Cyréus"
8288,Selva
8289,Jex
8290,Arinn
8291,"Georgia Alexandra"
8292,Rivo
8293,"Monique Bingham"
8294,"Jolie Adamson"
8295,"Sidney Charles"
8296,"Jet Boot Jack"
8297,"Sebb Junior"
8298,"Kaleem Taylor"
8299,AMAYA
8300,"Tom Zanetti"
8301,MKDN
8302,Knoxa
8303,"Jordan Shaw"
8304,OFFAIAH
8305,"Pablo Fierro"
8306,"Matvey Emerson"
8307,"Graham Candy"
8308,Androma
8309,"Daniel Nitt"
8310,"Saffron Stone"
8311,"Digital Farm Animals"
8312,"Oliver Cricket"
8313,HUTS
8314,"Mathieu Koss"
8315,Janieck
8316,Jaykae
8317,"Olivia Sebastianelli"
8318,"Miss Mathilda"
8319,"Alexander Merlin"
8320,"Selina Baron"
8321,"SHE KORO"
8322,"Elements Of Life"
8323,Blaze
8324,Gabbana
8325,Dustinho
8326,"Boy Kiss Girl"
8327,Klubfiller
8328,"Rob Tissera"
8329,"Steve Hill"
8330,"Martin Solveig"
8331,"DJ Koze"
8332,"Sophia Kennedy"
8333,"Dennis Kruissen"
8334,"Wax Motif"
8335,"Disco Fries"
8336,Fallon
8337,"Mr Raoul K"
8338,"Lady Parul"
8339,"Ross from Friends"
8340,"Serra Arıtürk"
8341,"Four of Diamonds"
8342,Wrabel
8343,"Claire Ridgely"
8344,LissA
8345,Arlissa
8346,Fullife
8347,"Laura Murray"
8348,Lorne
8349,"Jolyon Petch"
8350,Pegato
8351,JordinLaine
8352,Loyal
8353,Dizzy
8354,"Israel Kamakawiwo'ole"
8355,"Miguel Migs"
8356,"Carlotta Chadwick"
8357,ATFC
8358,"Lisa Millett"
8359,"Joey Negro"
8360,"Dave Lee"
8361,"Kim English"
8362,"The Godfathers Of Deep House SA"
8363,"Emrah Karaduman"
8364,"Aleyna Tilki"
8365,ZHU
8366,Hier
8367,Innellea
8368,Solee
8369,"Black V Neck"
8370,Nautik
8371,Acnatro
8372,Amorf
8373,"Tom Budin"
8374,Kopa
8375,"Marc Romboy"
8376,"Sofie Royer"
8377,Napkey
8378,Malone
8379,Archila
8380,"Madame Buttons"
8381,Skin
8382,Sterkøl
8383,PS1
8384,"Isac Elliot"
8385,"Betty Bloom"
8386,"Max Manie"
8387,"Say Yes Dog"
8388,Glowal
8389,"David Morales"
8390,"Ultra Naté"
8391,"Roland Clark"
8392,"Next to Neon"
8393,"Brazo Wa Afrika"
8394,Chymamusique
8395,"Octave One"
8396,Cybotron
8397,Dopplereffekt
8398,"Inner City"
8399,"Jay Daniel"
8400,Moodymann
8401,Andres
8402,"Jeff Mills"
8403,"Amp Dog Knight"
8404,"Omar S"
8405,"D Taylor"
8406,Dantiez
8407,"Nite Jewel"
8408,"Blake Baxter"
8409,"John C"
8410,L'Renee
8411,Dillinja
8412,"Theo Parrish"
8413,Lori
8414,Silentjay
8415,"Simon Mavin"
8416,"Perrin Moss"
8417,"Paul Bender"
8418,Dego
8419,"Model 500"
8420,"Orlando Voorn"
8421,"Elliot Fitch"
8422,e-Dancer
8423,"Terrence Parker"
8424,"Seth Troxler"
8425,"Underground Resistance"
8426,"Reno Ka"
8427,Plastikman
8428,ONYVAA
8429,"Mattia Trani"
8430,"Ryan Elliott"
8431,"André Galluzzi"
8432,"Aaron Carl"
8433,"Francesco Tristano"
8434,"Les Siècles"
8435,"François-Xavier Roth"
8436,"Scan 7"
8437,"Rafael Leafar"
8438,"Juan Atkins"
8439,"Moritz Von Oswald"
8440,"Ob Ignitt"
8441,Surgeon
8442,"Stacey Pullen"
8443,"Delano Smith"
8444,"Tom Bugs"
8445,Drexciya
8446,"paris grey"
8447,"Ann Saunderson"
8448,"Yvonne Shelton"
8449,Echospace
8450,"Marsellus Pittman"
8451,K-Hand
8452,"John FM"
8453,"Eddie Fowlkes"
8454,"Random Noise Generation"
8455,"DJ Rolando"
8456,Psyche/BFC
8457,"Kyle Hall"
8458,Pique
8459,Darksiight
8460,Nomadico
8461,"ZebrA OctobrA"
8462,Diamondancer
8463,"Tom Trago"
8464,"T&T Music Factory"
8465,F.U.S.E.
8466,"Jay Lumen"
8467,"Paco Osuna"
8468,Merachka
8469,"Derrick May"
8470,"Marcellus Pittman"
8471,"Aril Brikha"
8472,"LaRae Starr"
8473,"Rhythim Is Rhythim"
8474,Mayday
8475,"Jerry The Cat"
8476,"Christian Smith"
8477,80xx
8478,"The Astec Mystic"
8479,Andrés
8480,"Sky Covington"
8481,Diviniti
8482,"Tres Demented"
8483,"Len Faki"
8484,"Matt Smallwood"
8485,"Ian Finkelstein"
8486,"FIT Siegel"
8487,"Suburban Knight"
8488,"A Number Of Names"
8489,"The Other People Place"
8490,"Steffanie Christi'an"
8491,Childsplay
8492,ESKA
8493,"Andrew Ashong"
8494,"Jerrald James"
8495,"Jaden Thompson"
8496,"DJ 3000"
8497,Truncate
8498,"Mirko Loko"
8499,"Serial Diva"
8500,"Andre Salmon"
8501,Kwedjatey
8502,"Aux 88"
8503,"Ice Truck"
8504,"Eric Cloutier"
8505,"Dj Exos"
8506,"Colonel Abrams"
8507,Pig&Dan
8508,"The Cult"
8509,"Ishmael Ensemble"
8510,Heartthrob
8511,"Aisha Jamiel"
8512,"Maurissa Rose"
8513,Dwele
8514,"Matt Veloce"
8515,"Gianni Bello"
8516,Crackazat
8517,"Brian Kage"
8518,"Sean Deason"
8519,"Anthony Shakir"
8520,"Afrika Pratt-Ansa"
8521,"DJ Abraxas"
8522,"Eddie 'Flashin' Fowlkes"
8523,"Kelli Hand"
8524,"Jacob Korn"
8525,"Fabrice Lig"
8526,"Fanon Flowers"
8527,"Basic Bastard"
8528,"Tim Love Lee"
8529,"Population One"
8530,"Shaun Reeves"
8531,"Simon Black"
8532,Ataxia
8533,"Virus J"
8534,"Justin Cholewski"
8535,"Kassem Mosse"
8536,troialexis
8537,Guevara
8538,"Roberta Sweed"
8539,"Norma Jean Bell"
8540,"Pitch Black City"
8541,THEMBA
8542,Kink
8543,Borderland
8544,GB
8545,"Troy Pierce"
8546,Louderbach
8547,Supercoolwicked
8548,"Ryan Crosson"
8549,Guti
8550,Ava
8551,"May Day"
8552,"Jerome Sydenham"
8553,"Alex Under"
8554,atlantis
8555,"Damaged Goods (UK)"
8556,"Michele Chiavarini"
8557,"Coco Street"
8558,"Cevin Fisher"
8559,Traumer
8560,"Lance Burden"
8561,"House Of Virus"
8562,"Groove Corporation"
8563,Latroit
8564,"Earth, Wind & Fire"
8565,Modjo
8566,"George Benson"
8567,Akcent
8568,"Bob Sinclar"
8569,FISHER
8570,"Steve Edwards"
8571,"Bee Gees"
8572,"Rick Astley"
8573,"SG Lewis"
8574,"Kool & The Gang"
8575,"Gloria Gaynor"
8576,"Diana Ross"
8577,"Cyndi Lauper"
8578,"Barry White"
8579,"Lionel Richie"
8580,"Tina Turner"
8581,"Donna Summer"
8582,"Irene Cara"
8583,"Frankie Valli"
8584,Wham!
8585,"Alex Gaudino"
8586,"Crystal Waters"
8587,"The Basement Boys"
8588,"Eric Prydz"
8589,"Polo & Pan"
8590,"Roy Woods"
8591,"Rick James"
8592,"Ina Wroldsen"
8593,"Chaka Khan"
8594,Commodores
8595,"Womack & Womack"
8596,"Culture Club"
8597,CHIC
8598,"Nile Rodgers"
8599,"The Emotions"
8600,"Bonnie Tyler"
8601,"Laura Branigan"
8602,"G. Mart"
8603,"Village People"
8604,Eruption
8605,"Teena Marie"
8606,"Christopher Cross"
8607,"Four Tops"
8608,"Spandau Ballet"
8609,"The Supremes"
8610,"Sister Sledge"
8611,"KC & The Sunshine Band"
8612,"Olivia Newton-John"
8613,"Yves Larock"
8614,"F.R. David"
8615,Baltimora
8616,DeBarge
8617,"Fedde Le Grand"
8618,"Robert Falcon"
8619,"Sofia Quinn"
8620,"Deniece Williams"
8621,"Vince Freeman"
8622,"Die Zipfelbuben"
8623,"DJ Cashi"
8624,"Le Youth"
8625,LeyeT
8626,OCULA
8627,Chicane
8628,Kryder
8629,"Eric Carmen"
8630,"Lorenz Büffel"
8631,"The O'Jays"
8632,"The Spinners"
8633,Knossi
8634,"Hot Chocolate"
8635,"Quincy Jones"
8636,"Charles May"
8637,"Sophie Ellis-Bextor"
8638,"Level 42"
8639,"Ricchi E Poveri"
8640,Breakbot
8641,Irfane
8642,"Roberta Flack"
8643,"Billy Ocean"
8644,"Bag Raiders"
8645,"Robin S"
8646,StoneBridge
8647,"Barbra Streisand"
8648,"Bryan Adams"
8649,Tobee
8650,Al-Faris
8651,"Carmelo Carone"
8652,"Patti LaBelle"
8653,"Andy Gibb"
8654,"Smokey Robinson"
8655,"Candi Staton"
8656,"Oliver Cheatham"
8657,"Randy Crawford"
8658,"Captain & Tennille"
8659,"Andy Luxx"
8660,"Martha Reeves & The Vandellas"
8661,Amira
8662,Chante
8663,Xonia
8664,Desireless
8665,"The Bangles"
8666,"Gilbert O'Sullivan"
8667,"Totally Enormous Extinct Dinosaurs"
8668,Ottawan
8669,"Carl Douglas"
8670,"Patrick Hernandez"
8671,"The Weather Girls"
8672,"Paul Young"
8673,"Cutee B."
8674,DollarMan
8675,"Big Ali"
8676,Makedah
8677,Stephanie
8678,"Peter Wackel"
8679,"Chriss Tuxi"
8680,"The Bluebelles"
8681,Tavares
8682,Sylvester
8683,"Rose Royce"
8684,"George McCrae"
8685,"Gwen McCrae"
8686,Nockis
8687,"Lee Cabrera"
8688,Bleech
8689,Nightcrawlers
8690,Moonwalk
8691,"Gladys Knight & The Pips"
8692,"Ray Parker Jr."
8693,"Barry Manilow"
8694,"Olivia Addams"
8695,"The Jacksons"
8696,Imagination
8697,"One Way"
8698,"Al Hudson"
8699,Zapp
8700,"Die Paldauer"
8701,"Isaac Hayes"
8702,"Peaches & Herb"
8703,"Jimmy 'Bo' Horne"
8704,"Sound Convoy"
8705,"Jürgen Drews"
8706,"Matthias Reim"
8707,"Ben Zucker"
8708,"Michael Gray"
8709,"Flight Facilities"
8710,Giselle
8711,Roosevelt
8712,Poolside
8713,"Wild Cherry"
8714,"Dionne Warwick"
8715,"Elton John"
8716,"Gladys Knight"
8717,"Stevie Wonder"
8718,"Sandy Marton"
8719,"Ikke Hüftgold"
8720,KYANU
8721,Abrissgebeat
8722,Nowator
8723,Paprodziad
8724,KAŁAMAGA
8725,Paradis
8726,Almklausi
8727,"Kings of Günter"
8728,"DJ Heini"
8729,Killermichel
8730,Loverboy
8731,Specktakel
8732,"Markus Becker"
8733,"Die Mallorca Cowboys"
8734,"Tony Esposito"
8735,"Stephanie Mills"
8736,"Die Cappuccinos"
8737,Fantasy
8738,"Tina Charles"
8739,"Patrice Rushen"
8740,Zimmer
8741,"Lidia Buble & Ddy"
8742,iio
8743,"Nadia Ali"
8744,"The Intruders"
8745,Radiorama
8746,"No Hopes"
8747,"John Paul Young"
8748,"Santa Esmeralda"
8749,Cameo
8750,"The Pointer Sisters"
8751,"Rick Arena"
8752,Tapps
8753,Lime
8754,"Miki Howard"
8755,"Borys LBD"
8756,"Denis Impulsywni"
8757,Dejw
8758,Dorfrocker
8759,"Fättes Blech"
8760,"Tom Novy"
8761,"Abigail Bailey"
8762,"Paul Lock"
8763,"Anna-Maria Zimmermann"
8764,"Walter Murphy"
8765,"Piękni I Młodzi"
8766,"Tim Toupet"
8767,Mejk
8768,"Nick Kamen"
8769,"Taste Of Honey"
8770,"Bernhard Brink"
8771,"Oden & Fatzo"
8772,"Enrique Iglesias"
8773,Axwell
8774,Panama
8775,"The Real Thing"
8776,Starpoint
8777,"Dan Hartman"
8778,"Kim Wilde"
8779,Bassflow
8780,"Bad Boys Blue"
8781,Skyy
8782,"Blue Feather"
8783,Bananarama
8784,"Jacek Stachursky"
8785,"The Bar-Kays"
8786,Franziska
8787,"The Gap Band"
8788,Extazy
8789,"Bayer Full"
8790,Maze
8791,"Frankie Beverly"
8792,"Mallorca Cowboys"
8793,"Stefan Peters"
8794,"Klaus & Klaus"
8795,"Marc Pircher"
8796,"The Love Unlimited Orchestra"
8797,DiscoBoys
8798,Darius
8799,Cassian
8800,ALMA
8801,"Silvia Kaufmann"
8802,Boys
8803,"Marc Kinchen"
8804,Milano
8805,"The Unknowns"
8806,"The Isley Brothers"
8807,"Libero 5"
8808,"Sheila E."
8809,"Nik P."
8810,Giraffenaffen
8811,Bayera
8812,Leonard
8813,"Fernando Express"
8814,"The Jones Girls"
8815,Baciary
8816,Szumek
8817,Majki
8818,Kordian
8819,"Umberto Tozzi"
8820,EMME
8821,Lifelike
8822,Lawrens
8823,"Sandra N."
8824,"Midi Culture"
8825,Baccara
8826,"Duck Sauce"
8827,Change
8828,"Silent Circle"
8829,"Eddie Kendricks"
8830,"The Limit"
8831,"Love Unlimited"
8832,"Fair Play"
8833,"Nu Shooz"
8834,"Blue Magic"
8835,"Thelma Houston"
8836,Venus
8837,"Tanja Lasch"
8838,"Rene & Angela"
8839,"Jürgen Milski"
8840,"Deejay Biene"
8841,Quest
8842,"Arek Kopaczewski"
8843,Fanatic
8844,Sabbotage
8845,"Dj Biene"
8846,"Emily Falvey"
8847,Morillo
8848,Michelle
8849,"Gary Pine"
8850,"Alexander O'Neal"
8851,"Vula Malinga"
8852,Szpilki
8853,"Ole ohne Kohle"
8854,"Con Funk Shun"
8855,"Dr. SWAG"
8856,Sandra
8857,"Ryan Paris"
8858,"The New Birth"
8859,Megustar
8860,CamaSutra
8861,"Marcin Siegienczuk"
8862,Andre
8863,"Oliver DeVille"
8864,Faster
